Sampling Point Id,Air Pollutant,Air Pollution Level,Year,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude
SPO-SE0082A_06001_100,PM2.5,11.689,2011,Background,urban,13.085,55.6367
SPO-SE0066A_06001_100,PM2.5,6.312,2008,Background,rural,18.6313,59.8324
SPO-SE0066A_06001_100,PM2.5,3.8,2012,Background,rural,18.6313,59.8324
SPO-SE0066A_06001_100,PM2.5,4.725,2009,Background,rural,18.6313,59.8324
SPO-SE0066A_06001_100,PM2.5,6.737,2007,Background,rural,18.6313,59.8324
SPO-SE0005R_06001_100,PM2.5,2.113,2009,Background,rural,15.3197,63.8455
SPO-SE0005R_06001_100,PM2.5,1.938,2011,Background,rural,15.3197,63.8455
SPO-SE0056A_06001_100,PM2.5,10.746,2012,Traffic,urban,12.8336,55.8774
SPO-SE0043A_06001_100,PM2.5,7.91,2009,Background,urban,13.1581,55.3733
SPO-SE0066A_06001_100,PM2.5,4.7,2010,Background,rural,18.6313,59.8324
SPO-SE0086A_06001_100,PM2.5,8.473,2010,Traffic,urban,18.3053,57.636
SPO-SE0012R_06001_100,PM2.5,6.695,2007,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,6.41,2011,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,8.34,2006,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,8.119,2003,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,6.126,2009,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,9.324,2002,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,9.651,2005,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,6.973,2008,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,5.273,2012,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,5.694,2010,Background,rural,17.3881,58.8061
SPO-SE0012R_06001_100,PM2.5,7.194,2004,Background,rural,17.3881,58.8061
SPO-SE0011R_06001_100,PM2.5,9.467,2011,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,13.975,2003,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,10.943,2002,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,6.739,2012,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,7.457,2009,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,7.187,2010,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,9.855,2004,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,8.982,2007,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,10.972,2005,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,13.048,2006,Background,rural,13.15,56.0281
SPO-SE0011R_06001_100,PM2.5,8.619,2008,Background,rural,13.15,56.0281
SPO-SE0014R_06001_100,PM2.5,5.423,2007,Background,rural,11.9142,57.3936
SPO-SE0014R_06001_100,PM2.5,5.637,2012,Background,rural,11.9142,57.3936
SPO-SE0014R_06001_100,PM2.5,6.435,2008,Background,rural,11.9142,57.3936
SPO-SE0014R_06001_100,PM2.5,6.514,2010,Background,rural,11.9142,57.3936
SPO-SE0014R_06001_100,PM2.5,7.894,2011,Background,rural,11.9142,57.3936
SPO-SE0014R_06001_100,PM2.5,6.252,2009,Background,rural,11.9142,57.3936
SPO-FR10025_06001_100,PM2.5,11.76,2007,Background,suburban,1.7692,50.9499
SPO-FR07010_06001_100,PM2.5,13.818,2003,Traffic,urban,2.598,46.344
SPO-FR17016_06001_1,PM2.5,14.782,2012,Background,urban,5.5568,46.6713
SPO-FR10033_06001_100,PM2.5,11.589,2005,Background,suburban,1.62,50.7797
SPO-FR18008_06001_100,PM2.5,12.28,2007,Background,suburban,3.307,49.863
SPO-FR13007_06001_100,PM2.5,13.742,2004,Background,urban,6.794,47.5103
SPO-FR10025_06001_100,PM2.5,13.02,2002,Background,suburban,1.7692,50.9499
SPO-FR23152_06001_100,PM2.5,6.75,2007,Background,urban,-1.4368,46.6607
SPO-FR32003_06001_100,PM2.5,11.947,2005,Background,suburban,4.8653,46.8033
SPO-FR34038_6001,PM2.5,13.475,2009,Background,rural,2.6101,46.8147
SPO-FR09103_6001,PM2.5,15.731,2004,Background,urban,0.1672,45.6474
SPO-FR09103_6001,PM2.5,12.735,2011,Background,urban,0.1672,45.6474
SPO-FR38012_6001,PM2.5,10.16,2012,Background,urban,55.4719,-21.3429
SPO-FR34038_6001,PM2.5,11.847,2011,Background,rural,2.6101,46.8147
SPO-FR09019_6001,PM2.5,12.123,2012,Background,urban,-0.4589,46.3296
SPO-FR28025_06001_100,PM2.5,13.809,2004,Traffic,urban,2.6486,50.5253
SPO-FR23124_6001,PM2.5,10.691,2012,Background,rural,-0.7437,46.6567
SPO-FR03030_6001,PM2.5,25.464,2011,Industrial,urban,5.4667,43.4536
SPO-FR34038_6001,PM2.5,12.609,2010,Background,rural,2.6101,46.8147
SPO-FR03030_6001,PM2.5,23.677,2009,Industrial,urban,5.4667,43.4536
SPO-FR41017_6001,PM2.5,10.148,2007,Background,suburban,9.4346,42.6713
SPO-FR41017_6001,PM2.5,11.045,2011,Background,suburban,9.4346,42.6713
SPO-FR31040_6001,PM2.5,13.454,2012,Traffic,urban,0.1425,44.5087
SPO-FR38017_6001,PM2.5,3.87,2012,Background,rural,55.6279,-21.2943
SPO-FR09103_6001,PM2.5,14.571,2012,Background,urban,0.1672,45.6474
SPO-FR05087_6001,PM2.5,15.522,2010,Background,rural,0.7588,49.4983
SPO-FR24033_6001,PM2.5,15.704,2012,Background,urban,6.073,44.5552
SPO-FR29426_6001,PM2.5,13.407,2012,Background,urban,4.515,45.4753
SPO-FR27008_6001,PM2.5,18.695,2012,Traffic,suburban,4.8049,45.3533
SPO-FR10132_6001,PM2.5,22.385,2012,Background,rural,1.9915,50.6105
SPO-FR27004_6001,PM2.5,15.626,2006,Background,urban,4.8754,45.526
SPO-FR06009_6001,PM2.5,19.041,2011,Background,urban,3.2361,50.1725
SPO-FR20061_6001,PM2.5,20.961,2011,Background,urban,4.7196,45.9862
SPO-FR20061_6001,PM2.5,18.711,2012,Background,urban,4.7196,45.9862
SPO-FR29426_6001,PM2.5,18.018,2009,Background,urban,4.515,45.4753
SPO-FR27004_6001,PM2.5,15.278,2005,Background,urban,4.8754,45.526
SPO-FR14008_6001,PM2.5,10.039,2008,Background,rural,4.63,49.9078
SPO-FR14008_6001,PM2.5,15.446,2009,Background,rural,4.63,49.9078
SPO-FR28028_6001,PM2.5,12.93,2009,Background,urban,2.6357,50.5354
SPO-CH0033A_06001_100,PM2.5,11.875,2012,Background,rural,8.9339,46.1603
SPO-CH0033A_06001_100,PM2.5,13.361,2011,Background,rural,8.9339,46.1603
SPO-CH0004R_06001_100,PM2.5,7.299,2000,Background,rural,6.9792,47.0495
SPO-CH0004R_06001_100,PM2.5,8.159,2006,Background,rural,6.9792,47.0495
SPO-CH0004R_06001_100,PM2.5,7.68,1998,Background,rural,6.9792,47.0495
SPO-CH0004R_06001_100,PM2.5,8.11,2001,Background,rural,6.9792,47.0495
SPO-CH0004R_06001_100,PM2.5,8.146,2004,Background,rural,6.9792,47.0495
SPO-CH0004R_06001_100,PM2.5,8.553,2005,Background,rural,6.9792,47.0495
SPO-CH0004R_06001_100,PM2.5,8.679,1999,Background,rural,6.9792,47.0495
SPO-CH0004R_06001_100,PM2.5,10.952,2003,Background,rural,6.9792,47.0495
SPO-CH0004R_06001_100,PM2.5,8.736,2002,Background,rural,6.9792,47.0495
SPO-CH0002R_06001_100,PM2.5,15.892,2002,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,12.179,2011,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,14.712,2000,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,15.098,2005,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,14.862,2004,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,15.881,1999,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,11.875,2008,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,14.746,2010,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,12.135,2009,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,10.548,2012,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,19.75,2003,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,14.791,2001,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,17.055,2006,Background,rural,6.9445,46.8131
SPO-CH0002R_06001_100,PM2.5,12.432,2007,Background,rural,6.9445,46.8131
SPO-CH0005R_06001_100,PM2.5,5.364,2012,Background,rural,8.4633,47.0674
SPO-CH0005R_06001_100,PM2.5,7.84,2007,Background,rural,8.4633,47.0674
SPO-CH0005R_06001_100,PM2.5,7.924,2010,Background,rural,8.4633,47.0674
SPO-CH0005R_06001_100,PM2.5,7.086,2009,Background,rural,8.4633,47.0674
SPO-CH0005R_06001_100,PM2.5,6.923,2008,Background,rural,8.4633,47.0674
SPO-CH0005R_06001_100,PM2.5,6.926,2011,Background,rural,8.4633,47.0674
GB_SamplingPoint_63564,PM2.5,4.05,2007,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,4.05,2007,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,5.388,2008,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,4.005,2011,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,3.319,2008,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,4.464,2009,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,4.009,2012,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,2.818,2006,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,4.009,2012,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,7.356,2007,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,5.388,2008,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,3.362,2009,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,8.033,2006,Background,rural,-3.2429,55.7922
SPO-GB0955A_06001_100,PM2.5,9.385,2010,Traffic,urban,-4.2303,50.4131
GB_SamplingPoint_63564,PM2.5,4.033,2010,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,4.616,2011,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,7.356,2007,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,4.269,2010,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,8.033,2006,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,4.464,2009,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,3.819,2012,Background,rural,-3.2429,55.7922
GB_SamplingPoint_63564,PM2.5,2.818,2006,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,4.033,2010,Background,rural,-3.2429,55.7922
GB_SamplingPoint_64466,PM2.5,4.005,2011,Background,rural,-3.2429,55.7922
GB_SamplingPoint_65259,PM2.5,11.56,2007,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,12.304,2006,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,10.286,2010,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,10.503,2005,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,11.56,2007,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,10.839,2001,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,11.796,2003,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,9.575,2002,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,8.053,2012,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,10.631,2004,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,10.503,2005,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,10.255,2008,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,9.611,1999,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,9.967,2000,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,10.255,2008,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,8.637,2010,Background,rural,-1.3253,51.5711
GB_SamplingPoint_65259,PM2.5,9.967,2000,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,10.839,2001,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,10.286,2010,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,11.86,2011,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,11.796,2003,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,7.6,2009,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,9.611,1999,Background,rural,-1.3253,51.5711
SPO-GB0036R_06001_100,PM2.5,12.304,2006,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,10.631,2004,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,11.86,2011,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,8.053,2012,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,12.821,2012,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,10.137,2011,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,11.796,2003,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,8.637,2010,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,10.286,2010,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,10.255,2008,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,7.6,2009,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,9.575,2002,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,10.839,2001,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,10.503,2005,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,12.304,2006,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,9.967,2000,Background,rural,-1.3253,51.5711
GB_SamplingPoint_24460,PM2.5,11.56,2007,Background,rural,-1.3253,51.5711
SPO-EE0022A_06001_100,PM2.5,8.802,2012,Background,urban,28.1792,59.3762
SPO.CZ_UMOMA_PM2_5_40369,PM2.5,25.645,2006,Background,urban,13.6453,50.5104
SPO.CZ_UMOMA_PM2_5_40369,PM2.5,24.661,2011,Background,urban,13.6453,50.5104
SPO-DK0052A_06001_100,PM2.5,16.977,2009,Background,urban,10.1972,56.1511
SPO-FI00801_06001_100,PM2.5,6.888,2009,Background,urban,23.8022,61.4991
SPO-FI00801_06001_100,PM2.5,8.144,2010,Background,urban,23.8022,61.4991
SPO-FI00425_06001_100,PM2.5,9.764,2006,Background,urban,24.9506,60.1874
SPO-DK0045A_06001_101,PM2.5,13.396,2008,Background,urban,12.5614,55.7003
SPO-FI00074_06001_100,PM2.5,7.118,2012,Traffic,urban,25.6553,60.9838
SPO-DK0030A_06001_100,PM2.5,14.023,2006,Traffic,urban,12.5533,55.6983
SPO-DK0034A_06001_100,PM2.5,12.03,2009,Traffic,urban,12.5711,55.6743
SPO-DK0034A_06001_101,PM2.5,21.833,2008,Traffic,urban,12.5711,55.6743
SPO-DK0034A_06001_101,PM2.5,17.751,2009,Traffic,urban,12.5711,55.6743
SPO-LV000L1_06001_100,PM2.5,22.109,2010,Traffic,urban,21.0047,56.5232
SPO-LV000L1_06001_100,PM2.5,21.117,2012,Traffic,urban,21.0047,56.5232
SPO-LV000L1_06001_100,PM2.5,19.213,2009,Traffic,urban,21.0047,56.5232
SPO-LV000L1_06001_100,PM2.5,24.256,2007,Traffic,urban,21.0047,56.5232
SPO-LV000L1_06001_100,PM2.5,25.572,2008,Traffic,urban,21.0047,56.5232
SPO-LV000L1_06001_100,PM2.5,21.996,2011,Traffic,urban,21.0047,56.5232
SPO-LU0101A_06001_100,PM2.5,12.219,2012,Background,urban,6.1376,49.5977
SPO-LU0101A_06001_100,PM2.5,18.892,2009,Background,urban,6.1376,49.5977
SPO-LU0101A_06001_100,PM2.5,15.969,2010,Background,urban,6.1376,49.5977
SPO-LU0101A_06001_100,PM2.5,13.716,2011,Background,urban,6.1376,49.5977
SPO-MT00005_06001_100,PM2.5,22.45,2009,Traffic,urban,14.49,35.8958
SPO-MT00005_06001_100,PM2.5,22.741,2007,Traffic,urban,14.49,35.8958
SPO-MT00005_06001_100,PM2.5,20.02,2010,Traffic,urban,14.49,35.8958
SPO-MT00005_06001_100,PM2.5,21.263,2008,Traffic,urban,14.49,35.8958
SPO-MT00005_06001_100,PM2.5,20.226,2011,Traffic,urban,14.49,35.8958
SPO-MT00005_06001_100,PM2.5,23.566,2006,Traffic,urban,14.49,35.8958
SPO-MT00005_06001_100,PM2.5,18.435,2012,Traffic,urban,14.49,35.8958
SPO-LV0017A_06001_100,PM2.5,15.833,2009,Background,urban,24.1377,57.0236
SPO-LV0017A_06001_100,PM2.5,19.375,2008,Background,urban,24.1377,57.0236
SPO-LV0017A_06001_100,PM2.5,20.158,2007,Background,urban,24.1377,57.0236
SPO-LV0018A_06001_100,PM2.5,27.951,2009,Traffic,urban,24.1258,56.9589
SPO-LV0018A_06001_100,PM2.5,27.388,2011,Traffic,urban,24.1258,56.9589
SPO-LV0018A_06001_100,PM2.5,27.472,2010,Traffic,urban,24.1258,56.9589
SPO-LV0018A_06001_100,PM2.5,29.832,2008,Traffic,urban,24.1258,56.9589
SPO-LV0RKR9_06001_100,PM2.5,17.322,2012,Background,urban,24.1048,56.9548
SPO-LV0RKR9_06001_100,PM2.5,13.5,2011,Background,urban,24.1048,56.9548
SPO_NO0011A_6001_23,PM2.5,13.37,2003,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,12.383,2004,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,12.293,2005,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,9.845,2008,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,9.267,2010,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,9.924,2009,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,10.414,2007,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,7.988,2012,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,13.65,2006,Traffic,urban,10.7246,59.9323
SPO_NO0011A_6001_23,PM2.5,9.919,2011,Traffic,urban,10.7246,59.9323
SPO_NO0057A_6001_941,PM2.5,12.431,2012,Traffic,urban,10.8466,59.9277
SPO_NO0057A_6001_941,PM2.5,13.351,2011,Traffic,urban,10.8466,59.9277
SPO_NO0057A_6001_941,PM2.5,11.688,2008,Traffic,urban,10.8466,59.9277
SPO_NO0057A_6001_941,PM2.5,14.875,2009,Traffic,urban,10.8466,59.9277
SPO_NO0057A_6001_941,PM2.5,13.333,2010,Traffic,urban,10.8466,59.9277
SPO_NO0057A_6001_941,PM2.5,12.544,2007,Traffic,urban,10.8466,59.9277
SPO_NO0083A_6001_913,PM2.5,11.295,2009,Traffic,urban,10.6965,59.9193
SPO_NO0083A_6001_913,PM2.5,14.36,2010,Traffic,urban,10.6965,59.9193
SPO_NO0083A_6001_913,PM2.5,13.869,2011,Traffic,urban,10.6965,59.9193
SPO_NO0083A_6001_913,PM2.5,10.302,2012,Traffic,urban,10.6965,59.9193
SPO-NO0058A_06001_100,PM2.5,15.229,2003,Traffic,urban,10.802,59.9325
SPO_NO0073A_6001_1119,PM2.5,11.932,2011,Background,urban,10.7657,59.923
SPO_NO0073A_6001_1119,PM2.5,11.354,2012,Background,urban,10.7657,59.923
SPO-NO0058A_06001_100,PM2.5,14.141,2004,Traffic,urban,10.802,59.9325
SPO_NO0073A_6001_1119,PM2.5,12.2,2010,Background,urban,10.7657,59.923
SPO_NO0059A_6001_13,PM2.5,14.859,2005,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,10.475,2009,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,13.342,2006,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,18.136,2003,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,12.356,2007,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,9.29,2011,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,13.733,2010,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,8.933,2012,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,10.804,2004,Traffic,urban,5.3404,60.3741
SPO_NO0059A_6001_13,PM2.5,11.393,2008,Traffic,urban,5.3404,60.3741
SPO_NO0015A_6001_7,PM2.5,9.95,2010,Background,urban,5.3278,60.3922
SPO_NO0015A_6001_7,PM2.5,8.685,2009,Background,urban,5.3278,60.3922
SPO_NO0015A_6001_7,PM2.5,7.555,2012,Background,urban,5.3278,60.3922
SPO_NO0015A_6001_7,PM2.5,8.54,2011,Background,urban,5.3278,60.3922
SPO_NO0060A_6001_1686,PM2.5,10.572,2008,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,15.589,2003,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,10.366,2012,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,15.596,2006,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,12.177,2007,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,11.078,2010,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,15.276,2004,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,13.634,2005,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,10.84,2009,Traffic,urban,10.3968,63.4174
SPO_NO0060A_6001_1686,PM2.5,10.039,2011,Traffic,urban,10.3968,63.4174
SPO_NO0068A_6001_456,PM2.5,11.077,2007,Traffic,urban,10.4109,63.433
SPO_NO0068A_6001_456,PM2.5,11.447,2005,Traffic,urban,10.4109,63.433
SPO_NO0068A_6001_456,PM2.5,9.638,2009,Traffic,urban,10.4109,63.433
SPO_NO0068A_6001_456,PM2.5,8.294,2012,Traffic,urban,10.4109,63.433
SPO_NO0068A_6001_456,PM2.5,12.221,2006,Traffic,urban,10.4109,63.433
SPO_NO0068A_6001_456,PM2.5,9.729,2008,Traffic,urban,10.4109,63.433
SPO_NO0068A_6001_456,PM2.5,8.169,2011,Traffic,urban,10.4109,63.433
SPO_NO0068A_6001_456,PM2.5,9.894,2010,Traffic,urban,10.4109,63.433
SPO-NO0066A_06001_100,PM2.5,9.52,2005,Background,urban,10.4167,63.4167
SPO-NO0066A_06001_100,PM2.5,9.974,2006,Background,urban,10.4167,63.4167
SPO-NO0066A_06001_100,PM2.5,8.223,2007,Background,urban,10.4167,63.4167
SPO-NO0066A_06001_100,PM2.5,9.144,2004,Background,urban,10.4167,63.4167
SPO_NO0089A_6001_1083,PM2.5,8.033,2011,Background,urban,10.3936,63.4304
SPO_NO0089A_6001_1083,PM2.5,7.693,2012,Background,urban,10.3936,63.4304
SPO_NO0089A_6001_1083,PM2.5,11.533,2010,Background,urban,10.3936,63.4304
SPO_NO0065A_6001_53,PM2.5,8.799,2010,Background,urban,5.7314,58.9616
SPO_NO0065A_6001_53,PM2.5,9.359,2007,Background,urban,5.7314,58.9616
SPO_NO0065A_6001_53,PM2.5,8.276,2011,Background,urban,5.7314,58.9616
SPO_NO0065A_6001_53,PM2.5,8.094,2008,Background,urban,5.7314,58.9616
SPO_NO0065A_6001_53,PM2.5,7.68,2012,Background,urban,5.7314,58.9616
SPO_NO0065A_6001_53,PM2.5,7.339,2009,Background,urban,5.7314,58.9616
SPO_NO0076A_6001_47,PM2.5,13.886,2008,Traffic,urban,5.7279,58.9642
SPO_NO0076A_6001_47,PM2.5,11.716,2010,Traffic,urban,5.7279,58.9642
SPO_NO0076A_6001_47,PM2.5,11.123,2009,Traffic,urban,5.7279,58.9642
SPO_NO0076A_6001_47,PM2.5,10.473,2011,Traffic,urban,5.7279,58.9642
SPO_NO0076A_6001_47,PM2.5,7.938,2012,Traffic,urban,5.7279,58.9642
SPO_NO0079A_6001_873,PM2.5,8.22,2008,Traffic,urban,18.9637,69.6562
SPO_NO0079A_6001_873,PM2.5,8.18,2011,Traffic,urban,18.9637,69.6562
SPO_NO0079A_6001_873,PM2.5,8.728,2006,Traffic,urban,18.9637,69.6562
SPO_NO0079A_6001_873,PM2.5,9.098,2007,Traffic,urban,18.9637,69.6562
SPO_NO0079A_6001_873,PM2.5,7.376,2012,Traffic,urban,18.9637,69.6562
SPO_NO0079A_6001_873,PM2.5,8.889,2009,Traffic,urban,18.9637,69.6562
SPO_NO0079A_6001_873,PM2.5,9.125,2010,Traffic,urban,18.9637,69.6562
SPO-LT00033_06001_100,PM2.5,9.175,2008,Traffic,urban,21.1795,55.69
SPO-LT00033_06001_100,PM2.5,10.773,2009,Traffic,urban,21.1795,55.69
SPO-LT00033_06001_100,PM2.5,15.685,2012,Traffic,urban,21.1795,55.69
SPO-LT00033_06001_100,PM2.5,13.266,2010,Traffic,urban,21.1795,55.69
SPO-LT00033_06001_100,PM2.5,9.377,2007,Traffic,urban,21.1795,55.69
SPO-LT00033_06001_100,PM2.5,10.882,2011,Traffic,urban,21.1795,55.69
SPO-LT00041_06001_100,PM2.5,17.099,2011,Traffic,urban,23.9862,54.8951
SPO-LT00041_06001_100,PM2.5,19.104,2012,Traffic,urban,23.9862,54.8951
SPO-LT00041_06001_100,PM2.5,16.923,2007,Traffic,urban,23.9862,54.8951
SPO-LT00041_06001_100,PM2.5,16.33,2009,Traffic,urban,23.9862,54.8951
SPO-LT00041_06001_100,PM2.5,19.878,2010,Traffic,urban,23.9862,54.8951
SPO-LT00041_06001_100,PM2.5,17.668,2008,Traffic,urban,23.9862,54.8951
SPO-LT00003_06001_100,PM2.5,10.571,2008,Traffic,urban,25.2894,54.7153
SPO-LT00003_06001_100,PM2.5,12.47,2009,Traffic,urban,25.2894,54.7153
SPO-LT00003_06001_100,PM2.5,15.858,2011,Traffic,urban,25.2894,54.7153
SPO-LT00003_06001_100,PM2.5,19.378,2012,Traffic,urban,25.2894,54.7153
SPO-LT00003_06001_100,PM2.5,11.322,2007,Traffic,urban,25.2894,54.7153
SPO-LT00003_06001_100,PM2.5,14.416,2010,Traffic,urban,25.2894,54.7153
SPO-LT00002_06001_100,PM2.5,9.785,2011,Background,urban,25.2108,54.6861
SPO-LT00002_06001_100,PM2.5,14.567,2012,Background,urban,25.2108,54.6861
